,Nemotecnico,fecha,Cantidad,Volumen,Precio Cierre,Precio Mayor,Precio Medio,Precio Menor,Variacion%,Variacion Absoluta
49,HCOLSEL   ,2016-08-16,0,0.0,12000.0,0.0,0.0,0.0,0.0,0.0
50,HCOLSEL   ,2016-08-17,100000,1222400000.0,12224.0,12224.0,12224.0,12224.0,1.87,224.0
51,HCOLSEL   ,2016-08-18,0,0.0,12224.0,0.0,0.0,0.0,0.0,0.0
52,HCOLSEL   ,2016-08-19,0,0.0,12224.0,0.0,0.0,0.0,0.0,0.0
53,HCOLSEL   ,2016-08-22,0,0.0,12224.0,0.0,0.0,0.0,0.0,0.0
54,HCOLSEL   ,2016-08-23,176111,2167926410.0,12310.0,12310.0,12310.0,12310.0,0.7,86.0
55,HCOLSEL   ,2016-08-24,0,0.0,12310.0,0.0,0.0,0.0,0.0,0.0
56,HCOLSEL   ,2016-08-25,0,0.0,12310.0,0.0,0.0,0.0,0.0,0.0
57,HCOLSEL   ,2016-08-26,350000,4382950000.0,12521.0,12524.0,12522.71,12521.0,1.71,211.0
58,HCOLSEL   ,2016-08-29,0,0.0,12521.0,0.0,0.0,0.0,0.0,0.0
59,HCOLSEL   ,2016-08-30,331693,4139476947.0,12490.0,12490.0,12479.84,12450.0,-0.25,-31.0
60,HCOLSEL   ,2016-08-31,0,0.0,12490.0,0.0,0.0,0.0,0.0,0.0
61,HCOLSEL   ,2016-09-01,0,0.0,12490.0,0.0,0.0,0.0,0.0,0.0
62,HCOLSEL   ,2016-09-02,1014000,12824179500.0,12648.0,12648.0,12647.12,12584.0,1.27,158.0
63,HCOLSEL   ,2016-09-05,1050000,13339000000.0,12704.0,12704.0,12703.81,12700.0,0.44,56.0
64,HCOLSEL   ,2016-09-06,700000,8910850000.0,12728.0,12733.0,12729.79,12728.0,0.19,24.0
65,HCOLSEL   ,2016-09-07,1860100,23911991000.0,12900.0,12900.0,12855.22,12832.0,1.35,172.0
66,HCOLSEL   ,2016-09-08,1100000,14232900000.0,12939.0,12939.0,12939.0,12939.0,0.3,39.0
67,HCOLSEL   ,2016-09-09,300000,3842100000.0,12807.0,12807.0,12807.0,12807.0,-1.02,-132.0
68,HCOLSEL   ,2016-09-12,0,0.0,12807.0,0.0,0.0,0.0,0.0,0.0
69,HCOLSEL   ,2016-09-13,0,0.0,12807.0,0.0,0.0,0.0,0.0,0.0
70,HCOLSEL   ,2016-09-14,0,0.0,12807.0,0.0,0.0,0.0,0.0,0.0
71,HCOLSEL   ,2016-09-15,0,0.0,12807.0,0.0,0.0,0.0,0.0,0.0
72,HCOLSEL   ,2016-09-16,0,0.0,12807.0,0.0,0.0,0.0,0.0,0.0
73,HCOLSEL   ,2016-09-19,0,0.0,12807.0,0.0,0.0,0.0,0.0,0.0
74,HCOLSEL   ,2016-09-20,270000,3292540000.0,12228.0,12228.0,12194.59,12175.0,-4.52,-579.0
75,HCOLSEL   ,2016-09-21,0,0.0,12228.0,0.0,0.0,0.0,0.0,0.0
76,HCOLSEL   ,2016-09-22,0,0.0,12228.0,0.0,0.0,0.0,0.0,0.0
77,HCOLSEL   ,2016-09-23,0,0.0,12228.0,0.0,0.0,0.0,0.0,0.0
78,HCOLSEL   ,2016-09-26,0,0.0,12228.0,0.0,0.0,0.0,0.0,0.0
79,HCOLSEL   ,2016-09-27,22500,271237500.0,12055.0,12055.0,12055.0,12055.0,-1.41,-173.0
80,HCOLSEL   ,2016-09-28,0,0.0,12055.0,0.0,0.0,0.0,0.0,0.0
81,HCOLSEL   ,2016-09-29,0,0.0,12055.0,0.0,0.0,0.0,0.0,0.0
82,HCOLSEL   ,2016-09-30,100,1219550.0,12055.0,0.0,12195.5,0.0,0.0,0.0
83,HCOLSEL   ,2016-10-03,285000,3425675000.0,12085.0,12085.0,12019.91,11993.0,0.25,30.0
84,HCOLSEL   ,2016-10-04,5300,64107630.0,12095.0,12100.0,12095.78,12095.0,0.08,10.0
85,HCOLSEL   ,2016-10-05,25000,304300000.0,12190.0,12190.0,12172.0,12160.0,0.79,95.0
86,HCOLSEL   ,2016-10-06,0,0.0,12190.0,0.0,0.0,0.0,0.0,0.0
87,HCOLSEL   ,2016-10-07,0,0.0,12190.0,0.0,0.0,0.0,0.0,0.0
88,HCOLSEL   ,2016-10-10,0,0.0,12190.0,0.0,0.0,0.0,0.0,0.0
89,HCOLSEL   ,2016-10-11,80000,988240000.0,12353.0,12353.0,12353.0,12353.0,1.34,163.0
90,HCOLSEL   ,2016-10-12,0,0.0,12353.0,0.0,0.0,0.0,0.0,0.0
91,HCOLSEL   ,2016-10-13,0,0.0,12353.0,0.0,0.0,0.0,0.0,0.0
92,HCOLSEL   ,2016-10-14,0,0.0,12353.0,0.0,0.0,0.0,0.0,0.0
93,HCOLSEL   ,2016-10-18,0,0.0,12353.0,0.0,0.0,0.0,0.0,0.0
94,HCOLSEL   ,2016-10-19,0,0.0,12353.0,0.0,0.0,0.0,0.0,0.0
95,HCOLSEL   ,2016-10-20,0,0.0,12353.0,0.0,0.0,0.0,0.0,0.0
96,HCOLSEL   ,2016-10-21,0,0.0,12353.0,0.0,0.0,0.0,0.0,0.0
97,HCOLSEL   ,2016-10-24,20000,249240000.0,12460.0,12464.0,12462.0,12460.0,0.87,107.0
98,HCOLSEL   ,2016-10-25,0,0.0,12460.0,0.0,0.0,0.0,0.0,0.0
99,HCOLSEL   ,2016-10-26,0,0.0,12460.0,0.0,0.0,0.0,0.0,0.0
100,HCOLSEL   ,2016-10-27,0,0.0,12460.0,0.0,0.0,0.0,0.0,0.0
101,HCOLSEL   ,2016-10-28,0,0.0,12460.0,0.0,0.0,0.0,0.0,0.0
102,HCOLSEL   ,2016-10-31,0,0.0,12460.0,0.0,0.0,0.0,0.0,0.0
0,HCOLSEL   ,2016-11-01,0,0.0,12460.0,0.0,0.0,0.0,0.0,0.0
1,HCOLSEL   ,2016-11-02,0,0.0,12460.0,0.0,0.0,0.0,0.0,0.0
2,HCOLSEL   ,2016-11-03,1461500,18095053250.0,12335.0,12415.0,12381.15,12335.0,-1.0,-125.0
3,HCOLSEL   ,2016-11-04,600000,7350530000.0,12252.0,12257.0,12250.88,12241.0,-0.67,-83.0
4,HCOLSEL   ,2016-11-08,5000,61480000.0,12296.0,12296.0,12296.0,12296.0,0.36,44.0
5,HCOLSEL   ,2016-11-09,16500,203050000.0,12310.0,12310.0,12306.06,12300.0,0.11,14.0
6,HCOLSEL   ,2016-11-10,3320,40288500.0,12133.5,12137.5,12135.09,12133.5,-1.43,-176.5
7,HCOLSEL   ,2016-11-11,0,0.0,12133.5,0.0,0.0,0.0,0.0,0.0
8,HCOLSEL   ,2016-11-15,0,0.0,12133.5,0.0,0.0,0.0,0.0,0.0
9,HCOLSEL   ,2016-11-16,0,0.0,12133.5,0.0,0.0,0.0,0.0,0.0
10,HCOLSEL   ,2016-11-17,59000,701215000.0,11885.0,11885.0,11885.0,11885.0,-2.05,-248.5
11,HCOLSEL   ,2016-11-18,0,0.0,11885.0,0.0,0.0,0.0,0.0,0.0
12,HCOLSEL   ,2016-11-21,30000,356975000.0,11896.5,11900.5,11899.17,11896.5,0.1,11.5
13,HCOLSEL   ,2016-11-22,280000,3327510000.0,11880.0,11885.0,11883.96,11878.0,-0.14,-16.5
14,HCOLSEL   ,2016-11-23,30000,355170000.0,11824.0,11846.5,11839.0,11824.0,-0.47,-56.0
15,HCOLSEL   ,2016-11-24,0,0.0,11824.0,0.0,0.0,0.0,0.0,0.0
16,HCOLSEL   ,2016-11-25,0,0.0,11824.0,0.0,0.0,0.0,0.0,0.0
17,HCOLSEL   ,2016-11-28,0,0.0,11824.0,0.0,0.0,0.0,0.0,0.0
18,HCOLSEL   ,2016-11-29,0,0.0,11824.0,0.0,0.0,0.0,0.0,0.0
19,HCOLSEL   ,2016-11-30,0,0.0,11824.0,0.0,0.0,0.0,0.0,0.0
20,HCOLSEL   ,2016-12-01,0,0.0,11824.0,0.0,0.0,0.0,0.0,0.0
21,HCOLSEL   ,2016-12-02,0,0.0,11824.0,0.0,0.0,0.0,0.0,0.0
22,HCOLSEL   ,2016-12-05,0,0.0,11824.0,0.0,0.0,0.0,0.0,0.0
23,HCOLSEL   ,2016-12-06,400000,4800000000.0,12000.0,12000.0,12000.0,12000.0,1.49,176.0
24,HCOLSEL   ,2016-12-07,0,0.0,12000.0,0.0,0.0,0.0,0.0,0.0
25,HCOLSEL   ,2016-12-09,1500,18120750.0,12080.5,12080.5,12080.5,12080.5,0.67,80.5
26,HCOLSEL   ,2016-12-12,60000,727200000.0,12120.0,12120.0,12120.0,12120.0,0.33,39.5
27,HCOLSEL   ,2016-12-13,0,0.0,12120.0,0.0,0.0,0.0,0.0,0.0
28,HCOLSEL   ,2016-12-14,0,0.0,12120.0,0.0,0.0,0.0,0.0,0.0
29,HCOLSEL   ,2016-12-15,0,0.0,12120.0,0.0,0.0,0.0,0.0,0.0
30,HCOLSEL   ,2016-12-16,56000,686451000.0,12258.0,12265.5,12258.05,12246.5,1.14,138.0
31,HCOLSEL   ,2016-12-19,0,0.0,12258.0,0.0,0.0,0.0,0.0,0.0
32,HCOLSEL   ,2016-12-20,0,0.0,12258.0,0.0,0.0,0.0,0.0,0.0
33,HCOLSEL   ,2016-12-21,100000,1233000000.0,12330.0,12330.0,12330.0,12330.0,0.59,72.0
34,HCOLSEL   ,2016-12-22,50000,612900000.0,12258.0,12258.0,12258.0,12258.0,-0.58,-72.0
35,HCOLSEL   ,2016-12-23,0,0.0,12258.0,0.0,0.0,0.0,0.0,0.0
36,HCOLSEL   ,2016-12-26,0,0.0,12258.0,0.0,0.0,0.0,0.0,0.0
37,HCOLSEL   ,2016-12-27,0,0.0,12258.0,0.0,0.0,0.0,0.0,0.0
38,HCOLSEL   ,2016-12-28,5000,61820000.0,12364.0,12364.0,12364.0,12364.0,0.86,106.0
39,HCOLSEL   ,2016-12-29,1618,20111740.0,12430.0,12430.0,12430.0,12430.0,0.53,66.0
40,HCOLSEL   ,2017-01-02,0,0.0,12430.0,0.0,0.0,0.0,0.0,0.0
41,HCOLSEL   ,2017-01-03,0,0.0,12430.0,0.0,0.0,0.0,0.0,0.0
42,HCOLSEL   ,2017-01-04,0,0.0,12430.0,0.0,0.0,0.0,0.0,0.0
43,HCOLSEL   ,2017-01-05,0,0.0,12430.0,0.0,0.0,0.0,0.0,0.0
44,HCOLSEL   ,2017-01-06,0,0.0,12430.0,0.0,0.0,0.0,0.0,0.0
45,HCOLSEL   ,2017-01-10,0,0.0,12430.0,0.0,0.0,0.0,0.0,0.0
46,HCOLSEL   ,2017-01-11,0,0.0,12430.0,0.0,0.0,0.0,0.0,0.0
47,HCOLSEL   ,2017-01-12,0,0.0,12430.0,0.0,0.0,0.0,0.0,0.0
48,HCOLSEL   ,2017-01-13,0,0.0,12430.0,0.0,0.0,0.0,0.0,0.0
49,HCOLSEL   ,2017-01-16,0,0.0,12430.0,0.0,0.0,0.0,0.0,0.0
50,HCOLSEL   ,2017-01-17,0,0.0,12430.0,0.0,0.0,0.0,0.0,0.0
51,HCOLSEL   ,2017-01-18,0,0.0,12430.0,0.0,0.0,0.0,0.0,0.0
52,HCOLSEL   ,2017-01-19,0,0.0,12430.0,0.0,0.0,0.0,0.0,0.0
53,HCOLSEL   ,2017-01-20,0,0.0,12430.0,0.0,0.0,0.0,0.0,0.0
54,HCOLSEL   ,2017-01-23,0,0.0,12430.0,0.0,0.0,0.0,0.0,0.0
55,HCOLSEL   ,2017-01-24,0,0.0,12430.0,0.0,0.0,0.0,0.0,0.0
56,HCOLSEL   ,2017-01-25,0,0.0,12430.0,0.0,0.0,0.0,0.0,0.0
57,HCOLSEL   ,2017-01-26,20000,251840000.0,12592.0,12592.0,12592.0,12592.0,1.3,162.0
58,HCOLSEL   ,2017-01-27,0,0.0,12592.0,0.0,0.0,0.0,0.0,0.0
59,HCOLSEL   ,2017-01-30,10000,125300000.0,12530.0,12530.0,12530.0,12530.0,-0.49,-62.0
60,HCOLSEL   ,2017-01-31,50000,625900000.0,12518.0,12518.0,12518.0,12518.0,-0.1,-12.0
61,HCOLSEL   ,2017-02-01,0,0.0,12518.0,0.0,0.0,0.0,0.0,0.0
62,HCOLSEL   ,2017-02-02,0,0.0,12518.0,0.0,0.0,0.0,0.0,0.0
63,HCOLSEL   ,2017-02-03,0,0.0,12518.0,0.0,0.0,0.0,0.0,0.0
64,HCOLSEL   ,2017-02-06,800,10056000.0,12570.0,12570.0,12570.0,12570.0,0.42,52.0
65,HCOLSEL   ,2017-02-07,0,0.0,12570.0,0.0,0.0,0.0,0.0,0.0
66,HCOLSEL   ,2017-02-08,415900,5174039100.0,12449.0,12449.0,12440.58,12433.0,-0.96,-121.0
67,HCOLSEL   ,2017-02-09,210000,2607750000.0,12400.0,12425.0,12417.86,12400.0,-0.39,-49.0
68,HCOLSEL   ,2017-02-10,205420,2548441000.0,12406.0,12411.0,12406.0,12400.0,0.05,6.0
69,HCOLSEL   ,2017-02-13,0,0.0,12406.0,0.0,0.0,0.0,0.0,0.0
70,HCOLSEL   ,2017-02-14,300000,3648300000.0,12161.0,12161.0,12161.0,12161.0,-1.97,-245.0
71,HCOLSEL   ,2017-02-15,1530000,18700650000.0,12255.0,12255.0,12222.65,12200.0,0.77,94.0
72,HCOLSEL   ,2017-02-16,920000,11364420000.0,12359.0,12404.0,12352.63,12319.0,0.85,104.0
73,HCOLSEL   ,2017-02-17,0,0.0,12359.0,0.0,0.0,0.0,0.0,0.0
74,HCOLSEL   ,2017-02-20,0,0.0,12359.0,0.0,0.0,0.0,0.0,0.0
75,HCOLSEL   ,2017-02-21,0,0.0,12359.0,0.0,0.0,0.0,0.0,0.0
76,HCOLSEL   ,2017-02-22,0,0.0,12359.0,0.0,0.0,0.0,0.0,0.0
77,HCOLSEL   ,2017-02-23,0,0.0,12359.0,0.0,0.0,0.0,0.0,0.0
78,HCOLSEL   ,2017-02-24,0,0.0,12359.0,0.0,0.0,0.0,0.0,0.0
79,HCOLSEL   ,2017-02-27,0,0.0,12359.0,0.0,0.0,0.0,0.0,0.0
80,HCOLSEL   ,2017-02-28,0,0.0,12359.0,0.0,0.0,0.0,0.0,0.0
81,HCOLSEL   ,2017-03-01,500000,6100000000.0,12200.0,12200.0,12200.0,12200.0,-1.29,-159.0
82,HCOLSEL   ,2017-03-02,200000,2432600000.0,12163.0,12163.0,12163.0,12163.0,-0.3,-37.0
83,HCOLSEL   ,2017-03-03,200000,2438000000.0,12190.0,12190.0,12190.0,12190.0,0.22,27.0
84,HCOLSEL   ,2017-03-06,0,0.0,12190.0,0.0,0.0,0.0,0.0,0.0
85,HCOLSEL   ,2017-03-07,0,0.0,12190.0,0.0,0.0,0.0,0.0,0.0
86,HCOLSEL   ,2017-03-08,160000,1957270000.0,12235.0,12235.0,12232.94,12226.5,0.37,45.0
87,HCOLSEL   ,2017-03-09,390000,4726700000.0,12120.0,12125.0,12119.74,12116.0,-0.94,-115.0
88,HCOLSEL   ,2017-03-10,0,0.0,12120.0,0.0,0.0,0.0,0.0,0.0
89,HCOLSEL   ,2017-03-13,20000,244990000.0,12249.5,12249.5,12249.5,12249.5,1.07,129.5
90,HCOLSEL   ,2017-03-14,0,0.0,12249.5,0.0,0.0,0.0,0.0,0.0
91,HCOLSEL   ,2017-03-15,100000,1218000000.0,12180.0,12180.0,12180.0,12180.0,-0.57,-69.5
92,HCOLSEL   ,2017-03-16,420000,5138410000.0,12241.0,12241.0,12234.31,12227.0,0.5,61.0
93,HCOLSEL   ,2017-03-17,0,0.0,12241.0,0.0,0.0,0.0,0.0,0.0
94,HCOLSEL   ,2017-03-21,0,0.0,12241.0,0.0,0.0,0.0,0.0,0.0
95,HCOLSEL   ,2017-03-22,0,0.0,12241.0,0.0,0.0,0.0,0.0,0.0
96,HCOLSEL   ,2017-03-23,0,0.0,12241.0,0.0,0.0,0.0,0.0,0.0
97,HCOLSEL   ,2017-03-24,0,0.0,12241.0,0.0,0.0,0.0,0.0,0.0
98,HCOLSEL   ,2017-03-27,20000,245900000.0,12266.5,12323.5,12295.0,12266.5,0.21,25.5
99,HCOLSEL   ,2017-03-28,0,0.0,12266.5,0.0,0.0,0.0,0.0,0.0
100,HCOLSEL   ,2017-03-29,0,0.0,12266.5,0.0,0.0,0.0,0.0,0.0
101,HCOLSEL   ,2017-03-30,410000,5135900000.0,12525.0,12530.0,12526.59,12525.0,2.11,258.5
102,HCOLSEL   ,2017-03-31,0,0.0,12525.0,0.0,0.0,0.0,0.0,0.0
0,HCOLSEL   ,2017-04-03,0,0.0,12525.0,0.0,0.0,0.0,0.0,0.0
1,HCOLSEL   ,2017-04-04,200000,2492400000.0,12462.0,12462.0,12462.0,12462.0,-0.5,-63.0
2,HCOLSEL   ,2017-04-05,300000,3760500000.0,12535.0,12535.0,12535.0,12535.0,0.59,73.0
3,HCOLSEL   ,2017-04-06,20000,250050000.0,12502.5,12502.5,12502.5,12502.5,-0.26,-32.5
4,HCOLSEL   ,2017-04-07,0,0.0,12502.5,0.0,0.0,0.0,0.0,0.0
5,HCOLSEL   ,2017-04-10,100000,1253000000.0,12530.0,12530.0,12530.0,12530.0,0.22,27.5
6,HCOLSEL   ,2017-04-11,200000,2507000000.0,12535.0,12535.0,12535.0,12535.0,0.04,5.0
7,HCOLSEL   ,2017-04-12,200000,2510000000.0,12550.0,12550.0,12550.0,12550.0,0.12,15.0
8,HCOLSEL   ,2017-04-17,20000,250320000.0,12516.0,12516.0,12516.0,12516.0,-0.27,-34.0
9,HCOLSEL   ,2017-04-18,500000,6259420000.0,12539.0,12539.0,12518.84,12511.0,0.18,23.0
10,HCOLSEL   ,2017-04-19,1100000,13777260000.0,12516.0,12549.0,12524.78,12516.0,-0.18,-23.0
11,HCOLSEL   ,2017-04-20,800000,10003950000.0,12507.0,12507.0,12504.94,12502.0,-0.07,-9.0
12,HCOLSEL   ,2017-04-21,0,0.0,12507.0,0.0,0.0,0.0,0.0,0.0
13,HCOLSEL   ,2017-04-24,10000,124655000.0,12465.5,12465.5,12465.5,12465.5,-0.33,-41.5
14,HCOLSEL   ,2017-04-25,600000,7543800000.0,12573.0,12573.0,12573.0,12573.0,0.86,107.5
15,HCOLSEL   ,2017-04-26,10000,125675000.0,12561.0,12574.0,12567.5,12561.0,-0.1,-12.0
16,HCOLSEL   ,2017-04-27,0,0.0,12561.0,0.0,0.0,0.0,0.0,0.0
17,HCOLSEL   ,2017-04-28,0,0.0,12561.0,0.0,0.0,0.0,0.0,0.0
18,HCOLSEL   ,2017-05-02,0,0.0,12561.0,0.0,0.0,0.0,0.0,0.0
19,HCOLSEL   ,2017-05-03,0,0.0,12561.0,0.0,0.0,0.0,0.0,0.0
20,HCOLSEL   ,2017-05-04,0,0.0,12561.0,0.0,0.0,0.0,0.0,0.0
21,HCOLSEL   ,2017-05-05,0,0.0,12561.0,0.0,0.0,0.0,0.0,0.0
22,HCOLSEL   ,2017-05-08,610000,7754890000.0,12713.0,12713.0,12712.93,12709.0,1.21,152.0
23,HCOLSEL   ,2017-05-09,1530000,19691420000.0,12848.0,12884.0,12870.21,12834.0,1.06,135.0
24,HCOLSEL   ,2017-05-10,1510000,19366200000.0,12832.0,12834.0,12825.3,12822.0,-0.12,-16.0
25,HCOLSEL   ,2017-05-11,460000,5937400000.0,12925.0,12925.0,12907.39,12889.5,0.72,93.0
26,HCOLSEL   ,2017-05-12,3090000,40386455000.0,13105.0,13121.0,13070.05,13010.0,1.39,180.0
27,HCOLSEL   ,2017-05-15,910000,12102260000.0,13307.0,13330.0,13299.19,13202.5,1.54,202.0
28,HCOLSEL   ,2017-05-16,50000,659020000.0,13189.0,13189.0,13180.4,13172.0,-0.89,-118.0
29,HCOLSEL   ,2017-05-17,910000,11862997550.0,13051.0,13051.0,13036.26,13025.0,-1.05,-138.0
30,HCOLSEL   ,2017-05-18,1500000,19356630000.0,12967.0,12973.0,12904.42,12850.0,-0.64,-84.0
31,HCOLSEL   ,2017-05-19,140000,1840240000.0,13127.0,13155.0,13144.57,13078.0,1.23,160.0
32,HCOLSEL   ,2017-05-22,0,0.0,13127.0,0.0,0.0,0.0,0.0,0.0
33,HCOLSEL   ,2017-05-23,0,0.0,13127.0,0.0,0.0,0.0,0.0,0.0
34,HCOLSEL   ,2017-05-24,710000,9296775000.0,13083.0,13150.0,13094.05,13076.0,-0.34,-44.0
35,HCOLSEL   ,2017-05-25,0,0.0,13083.0,0.0,0.0,0.0,0.0,0.0
36,HCOLSEL   ,2017-05-26,2820,37218360.0,13198.0,13198.0,13198.0,13198.0,0.88,115.0
37,HCOLSEL   ,2017-05-30,12820,168314250.0,13106.5,13154.0,13129.04,13106.5,-0.69,-91.5
38,HCOLSEL   ,2017-05-31,0,0.0,13106.5,0.0,0.0,0.0,0.0,0.0
39,HCOLSEL   ,2017-06-01,0,0.0,13106.5,0.0,0.0,0.0,0.0,0.0
40,HCOLSEL   ,2017-06-02,10000,130250000.0,13025.0,13025.0,13025.0,13025.0,-0.62,-81.5
41,HCOLSEL   ,2017-06-05,15000,196050000.0,13070.0,13070.0,13070.0,13070.0,0.35,45.0
42,HCOLSEL   ,2017-06-06,0,0.0,13070.0,0.0,0.0,0.0,0.0,0.0
43,HCOLSEL   ,2017-06-07,30000,393850000.0,13127.0,13129.0,13128.33,13127.0,0.44,57.0
44,HCOLSEL   ,2017-06-08,12616,165684822.0,13135.5,13135.5,13132.91,13132.5,0.06,8.5
45,HCOLSEL   ,2017-06-09,0,0.0,13135.5,0.0,0.0,0.0,0.0,0.0
46,HCOLSEL   ,2017-06-12,0,0.0,13135.5,0.0,0.0,0.0,0.0,0.0
47,HCOLSEL   ,2017-06-13,0,0.0,13135.5,0.0,0.0,0.0,0.0,0.0
48,HCOLSEL   ,2017-06-14,1500,19676750.0,13130.0,13130.0,13117.83,13096.5,-0.04,-5.5
49,HCOLSEL   ,2017-06-15,120000,1580405000.0,13170.5,13170.5,13170.04,13170.0,0.31,40.5
50,HCOLSEL   ,2017-06-16,84500,1117724991.0,13223.0,13230.0,13227.51,13223.0,0.4,52.5
51,HCOLSEL   ,2017-06-20,0,0.0,13223.0,0.0,0.0,0.0,0.0,0.0
52,HCOLSEL   ,2017-06-21,0,0.0,13223.0,0.0,0.0,0.0,0.0,0.0
53,HCOLSEL   ,2017-06-22,32460,421972325.0,12985.5,13001.0,12999.76,12985.5,-1.8,-237.5
54,HCOLSEL   ,2017-06-23,0,0.0,12985.5,0.0,0.0,0.0,0.0,0.0
55,HCOLSEL   ,2017-06-27,10000,129915000.0,12991.5,12991.5,12991.5,12991.5,0.05,6.0
56,HCOLSEL   ,2017-06-28,10000,130710000.0,13071.0,13071.0,13071.0,13071.0,0.61,79.5
57,HCOLSEL   ,2017-06-29,10000,130842500.0,13073.5,13095.0,13084.25,13073.5,0.02,2.5
58,HCOLSEL   ,2017-06-30,10000,131740000.0,13174.0,13174.0,13174.0,13174.0,0.77,100.5
59,HCOLSEL   ,2017-07-04,460000,6111425000.0,13286.0,13286.0,13285.71,13272.5,0.85,112.0
60,HCOLSEL   ,2017-07-05,212672,2824661283.5,13271.5,13284.0,13281.77,13268.0,-0.11,-14.5
61,HCOLSEL   ,2017-07-06,29860,399857725.0,13385.5,13397.0,13391.08,13385.0,0.86,114.0
62,HCOLSEL   ,2017-07-07,10000,132545000.0,13254.5,13254.5,13254.5,13254.5,-0.98,-131.0
63,HCOLSEL   ,2017-07-10,0,0.0,13254.5,0.0,0.0,0.0,0.0,0.0
64,HCOLSEL   ,2017-07-11,0,0.0,13254.5,0.0,0.0,0.0,0.0,0.0
65,HCOLSEL   ,2017-07-12,2500,33520000.0,13408.0,13408.0,13408.0,13408.0,1.16,153.5
66,HCOLSEL   ,2017-07-13,0,0.0,13408.0,0.0,0.0,0.0,0.0,0.0
67,HCOLSEL   ,2017-07-14,0,0.0,13408.0,0.0,0.0,0.0,0.0,0.0
68,HCOLSEL   ,2017-07-17,0,0.0,13408.0,0.0,0.0,0.0,0.0,0.0
69,HCOLSEL   ,2017-07-18,10000,133565000.0,13356.5,13356.5,13356.5,13356.5,-0.38,-51.5
70,HCOLSEL   ,2017-07-19,1347000,17968350000.0,13310.0,13350.0,13339.53,13310.0,-0.35,-46.5
71,HCOLSEL   ,2017-07-21,0,0.0,13310.0,0.0,0.0,0.0,0.0,0.0
72,HCOLSEL   ,2017-07-24,0,0.0,13310.0,0.0,0.0,0.0,0.0,0.0
73,HCOLSEL   ,2017-07-25,13000,173532000.0,13350.0,13350.0,13348.62,13344.0,0.3,40.0
74,HCOLSEL   ,2017-07-26,0,0.0,13350.0,0.0,0.0,0.0,0.0,0.0
75,HCOLSEL   ,2017-07-27,3000,40185000.0,13395.0,13395.0,13395.0,13395.0,0.34,45.0
76,HCOLSEL   ,2017-07-28,0,0.0,13395.0,0.0,0.0,0.0,0.0,0.0
77,HCOLSEL   ,2017-07-31,0,0.0,13395.0,0.0,0.0,0.0,0.0,0.0
78,HCOLSEL   ,2017-08-01,105000,1404472500.0,13372.0,13379.5,13375.93,13372.0,-0.17,-23.0
79,HCOLSEL   ,2017-08-02,58000,775208500.0,13365.0,13370.0,13365.66,13365.0,-0.05,-7.0
80,HCOLSEL   ,2017-08-03,150000,2005500000.0,13370.0,13370.0,13370.0,13370.0,0.04,5.0
81,HCOLSEL   ,2017-08-04,3500,46753000.0,13358.0,13358.0,13358.0,13358.0,-0.09,-12.0
82,HCOLSEL   ,2017-08-08,40000,531960000.0,13299.0,13299.0,13299.0,13299.0,-0.44,-59.0
83,HCOLSEL   ,2017-08-09,863300,11454251000.0,13252.0,13285.0,13267.98,13252.0,-0.35,-47.0
84,HCOLSEL   ,2017-08-10,600000,7912800000.0,13188.0,13188.0,13188.0,13188.0,-0.48,-64.0
85,HCOLSEL   ,2017-08-11,200000,2650000000.0,13250.0,13250.0,13250.0,13250.0,0.47,62.0
86,HCOLSEL   ,2017-08-14,200000,2639600000.0,13198.0,13198.0,13198.0,13198.0,-0.39,-52.0
87,HCOLSEL   ,2017-08-15,0,0.0,13198.0,0.0,0.0,0.0,0.0,0.0
88,HCOLSEL   ,2017-08-16,1254000,16602208000.0,13317.0,13317.0,13239.4,13192.0,0.9,119.0
89,HCOLSEL   ,2017-08-17,1044900,14020863100.0,13380.0,13430.0,13418.38,13380.0,0.47,63.0
90,HCOLSEL   ,2017-08-18,42000,557816288.0,13281.0,13300.0,13281.34,13281.0,-0.74,-99.0
91,HCOLSEL   ,2017-08-22,730440,9808693480.0,13415.0,13460.0,13428.47,13402.0,1.01,134.0
92,HCOLSEL   ,2017-08-23,10000,133410000.0,13341.0,13341.0,13341.0,13341.0,-0.55,-74.0
93,HCOLSEL   ,2017-08-24,80000,1065600000.0,13320.0,13320.0,13320.0,13320.0,-0.16,-21.0
94,HCOLSEL   ,2017-08-25,500000,6690010000.0,13369.0,13388.0,13380.02,13362.0,0.37,49.0
95,HCOLSEL   ,2017-08-28,0,0.0,13369.0,0.0,0.0,0.0,0.0,0.0
96,HCOLSEL   ,2017-08-29,600000,8017230000.0,13373.0,13373.0,13362.05,13349.0,0.03,4.0
97,HCOLSEL   ,2017-08-30,597000,7969055000.0,13330.0,13365.0,13348.5,13330.0,-0.32,-43.0
98,HCOLSEL   ,2017-08-31,330000,4407331500.0,13385.5,13385.5,13355.55,13340.5,0.42,55.5
0,HCOLSEL   ,2017-09-01,300000,4025475000.0,13419.0,13419.0,13418.25,13396.5,0.25,33.5
1,HCOLSEL   ,2017-09-04,300000,4047600000.0,13492.0,13492.0,13492.0,13492.0,0.54,73.0
2,HCOLSEL   ,2017-09-05,810000,10963325000.0,13498.5,13538.0,13534.97,13498.5,0.05,6.5
