,Nemotecnico,fecha,Cantidad,Volumen,Precio Cierre,Precio Mayor,Precio Medio,Precio Menor,Variacion%,Variacion Absoluta
0,BCOLOMBIA ,2015-03-04,113522,2762384100.0,24340.0,24420.0,24333.47,24240.0,-0.49,-120.0
1,BCOLOMBIA ,2015-03-05,52958,1275188100.0,24000.0,24360.0,24079.23,24000.0,-1.4,-340.0
2,BCOLOMBIA ,2015-03-06,288249,6864754480.0,23300.0,24320.0,23815.36,23300.0,-2.92,-700.0
3,BCOLOMBIA ,2015-03-09,55319,1287932760.0,23000.0,23500.0,23281.92,23000.0,-1.29,-300.0
4,BCOLOMBIA ,2015-03-10,23448,543035280.0,23300.0,23300.0,23159.13,22860.0,1.3,300.0
5,BCOLOMBIA ,2015-03-11,45986,1054724600.0,22300.0,23520.0,22935.78,22300.0,-4.29,-1000.0
6,BCOLOMBIA ,2015-03-12,208933,4836627180.0,23400.0,23760.0,23149.18,22800.0,4.93,1100.0
7,BCOLOMBIA ,2015-03-13,72045,1720628220.0,23860.0,23960.0,23882.69,23700.0,1.97,460.0
8,BCOLOMBIA ,2015-03-16,105758,2588972180.0,24680.0,24680.0,24480.15,24220.0,3.44,820.0
9,BCOLOMBIA ,2015-03-17,79856,1965637720.0,24700.0,24740.0,24614.78,24480.0,0.08,20.0
10,BCOLOMBIA ,2015-03-18,206066,5112391780.0,25100.0,25100.0,24809.49,24500.0,1.62,400.0
11,BCOLOMBIA ,2015-03-19,173117,4343050460.0,25300.0,25300.0,25087.37,24800.0,0.8,200.0
12,BCOLOMBIA ,2015-03-20,134912,3342550340.0,25100.0,25100.0,24775.78,24500.0,-0.79,-200.0
13,BCOLOMBIA ,2015-03-24,417165,9913407900.0,23360.0,24220.0,23763.76,23360.0,-6.93,-1740.0
14,BCOLOMBIA ,2015-03-25,202665,4874516260.0,24480.0,24480.0,24052.09,23540.0,4.79,1120.0
15,BCOLOMBIA ,2015-03-26,99398,2380171480.0,23980.0,24000.0,23945.87,23820.0,-2.04,-500.0
16,BCOLOMBIA ,2015-03-27,78642,1869107200.0,23800.0,23840.0,23767.29,23720.0,-0.75,-180.0
17,BCOLOMBIA ,2015-03-30,52605,1262472460.0,23880.0,24100.0,23999.1,23880.0,0.34,80.0
18,BCOLOMBIA ,2015-03-31,188557,4612041040.0,24500.0,24500.0,24459.66,24280.0,2.6,620.0
19,BCOLOMBIA ,2015-04-01,125590,3090758660.0,24400.0,24980.0,24609.91,24400.0,-0.41,-100.0
20,BCOLOMBIA ,2015-04-06,106807,2688331640.0,25340.0,25340.0,25169.99,24900.0,3.85,940.0
21,BCOLOMBIA ,2015-04-07,60165,1516348060.0,25000.0,25340.0,25203.16,25000.0,-1.34,-340.0
22,BCOLOMBIA ,2015-04-08,171101,4276025260.0,24800.0,25100.0,24991.23,24800.0,-0.8,-200.0
23,BCOLOMBIA ,2015-04-09,28093,699478200.0,25040.0,25040.0,24898.67,24800.0,0.97,240.0
24,BCOLOMBIA ,2015-04-10,41886,1048945300.0,24980.0,25100.0,25042.86,24980.0,-0.24,-60.0
25,BCOLOMBIA ,2015-04-13,24344,611071240.0,25380.0,25380.0,25101.51,24980.0,1.6,400.0
26,BCOLOMBIA ,2015-04-14,139290,3539964400.0,25560.0,25600.0,25414.35,25300.0,0.71,180.0
27,BCOLOMBIA ,2015-04-15,57085,1471954440.0,25400.0,26000.0,25785.31,25400.0,-0.63,-160.0
28,BCOLOMBIA ,2015-04-16,56024,1426855220.0,25240.0,25560.0,25468.66,25240.0,-0.63,-160.0
29,BCOLOMBIA ,2015-04-17,75792,1912388120.0,25220.0,25400.0,25232.06,25080.0,-0.08,-20.0
30,BCOLOMBIA ,2015-04-20,76066,1909171880.0,25100.0,25140.0,25098.89,25020.0,-0.48,-120.0
31,BCOLOMBIA ,2015-04-21,107577,2675150000.0,24900.0,25000.0,24867.3,24740.0,-0.8,-200.0
32,BCOLOMBIA ,2015-04-22,115628,2923979040.0,25500.0,25500.0,25287.81,25000.0,2.41,600.0
33,BCOLOMBIA ,2015-04-23,81322,2082463960.0,25960.0,25960.0,25607.63,25400.0,1.8,460.0
34,BCOLOMBIA ,2015-04-24,219969,5789958480.0,26500.0,26500.0,26321.7,26000.0,2.08,540.0
35,BCOLOMBIA ,2015-04-27,157389,4200230040.0,26600.0,26800.0,26686.94,26480.0,0.38,100.0
36,BCOLOMBIA ,2015-04-28,78118,2078516020.0,26920.0,26920.0,26607.39,26480.0,1.2,320.0
37,BCOLOMBIA ,2015-04-29,3041509,79733116820.0,26400.0,26880.0,26214.99,26000.0,-1.93,-520.0
38,BCOLOMBIA ,2015-04-30,7020968,182209603920.0,25200.0,26560.0,25952.21,25200.0,-4.55,-1200.0
39,BCOLOMBIA ,2015-05-04,256082,6588612360.0,25960.0,26000.0,25728.53,25400.0,3.02,760.0
40,BCOLOMBIA ,2015-05-05,258545,6782165340.0,26200.0,26420.0,26232.05,26000.0,0.92,240.0
41,BCOLOMBIA ,2015-05-06,225962,5867307340.0,25960.0,26160.0,25965.9,25780.0,-0.92,-240.0
42,BCOLOMBIA ,2015-05-07,292356,7495680180.0,25760.0,25920.0,25638.88,25140.0,-0.77,-200.0
43,BCOLOMBIA ,2015-05-08,75130,1920411960.0,25680.0,25680.0,25561.19,25320.0,-0.31,-80.0
44,BCOLOMBIA ,2015-05-11,348994,9055654900.0,26000.0,26040.0,25947.88,25760.0,1.25,320.0
45,BCOLOMBIA ,2015-05-12,161902,4206136900.0,25980.0,26000.0,25979.52,25940.0,-0.08,-20.0
46,BCOLOMBIA ,2015-05-13,486262,12666783080.0,26040.0,26140.0,26049.3,25900.0,0.23,60.0
47,BCOLOMBIA ,2015-05-14,305528,8010545840.0,26140.0,26460.0,26218.7,26100.0,0.38,100.0
48,BCOLOMBIA ,2015-05-15,12327,323485500.0,26180.0,26300.0,26242.03,26180.0,0.15,40.0
49,BCOLOMBIA ,2015-05-19,450414,11924177160.0,26580.0,26640.0,26473.82,26200.0,1.53,400.0
50,BCOLOMBIA ,2015-05-20,714575,19041585120.0,26660.0,26800.0,26647.43,26540.0,0.3,80.0
51,BCOLOMBIA ,2015-05-21,160487,4192938800.0,26020.0,26340.0,26126.35,26000.0,-2.4,-640.0
52,BCOLOMBIA ,2015-05-22,86214,2239723200.0,25900.0,26260.0,25978.65,25800.0,-0.46,-120.0
53,BCOLOMBIA ,2015-05-25,130863,3347580240.0,25700.0,25700.0,25580.8,25100.0,-0.77,-200.0
54,BCOLOMBIA ,2015-05-26,254672,6496612540.0,25200.0,25960.0,25509.72,25200.0,-1.95,-500.0
55,BCOLOMBIA ,2015-05-27,252334,6323277380.0,24880.0,25440.0,25059.16,24540.0,-1.27,-320.0
56,BCOLOMBIA ,2015-05-28,256360,6275165500.0,24540.0,24540.0,24477.94,24300.0,-1.37,-340.0
57,BCOLOMBIA ,2015-05-29,641926,15728781140.0,24600.0,24600.0,24502.48,24400.0,0.24,60.0
58,BCOLOMBIA ,2015-06-01,156034,3796433500.0,24240.0,25400.0,24330.81,24240.0,-1.46,-360.0
59,BCOLOMBIA ,2015-06-02,149391,3699281420.0,24800.0,24900.0,24762.41,24460.0,2.31,560.0
60,BCOLOMBIA ,2015-06-03,55143,1365179420.0,24580.0,24820.0,24757.08,24580.0,-0.89,-220.0
61,BCOLOMBIA ,2015-06-04,79124,1930520560.0,24400.0,24580.0,24398.67,24200.0,-0.73,-180.0
62,BCOLOMBIA ,2015-06-05,98808,2425516400.0,24760.0,24760.0,24547.77,24500.0,1.48,360.0
63,BCOLOMBIA ,2015-06-09,45929,1120107740.0,24120.0,24700.0,24387.81,24120.0,-2.58,-640.0
64,BCOLOMBIA ,2015-06-10,81982,2033158140.0,24740.0,24920.0,24800.06,24700.0,2.57,620.0
65,BCOLOMBIA ,2015-06-11,141229,3555326000.0,25300.0,25740.0,25174.19,24800.0,2.26,560.0
66,BCOLOMBIA ,2015-06-12,66058,1671764580.0,25300.0,25400.0,25307.53,25120.0,0.0,0.0
67,BCOLOMBIA ,2015-06-16,438620,11354235400.0,26200.0,26240.0,25886.27,25300.0,3.56,900.0
68,BCOLOMBIA ,2015-06-17,257810,6706426780.0,26100.0,26200.0,26013.06,25940.0,-0.38,-100.0
69,BCOLOMBIA ,2015-06-18,628050,16543523560.0,26380.0,26400.0,26341.09,26220.0,1.07,280.0
70,BCOLOMBIA ,2015-06-19,217751,5745021480.0,26240.0,26500.0,26383.44,26220.0,-0.53,-140.0
71,BCOLOMBIA ,2015-06-22,66305,1748968580.0,26360.0,26400.0,26377.63,26220.0,0.46,120.0
72,BCOLOMBIA ,2015-06-23,110116,2916862420.0,26460.0,26540.0,26489.0,26300.0,0.38,100.0
73,BCOLOMBIA ,2015-06-24,1183131,31224166780.0,26240.0,26660.0,26391.13,26140.0,-0.83,-220.0
74,BCOLOMBIA ,2015-06-25,20584,535896520.0,26060.0,26060.0,26034.62,25980.0,-0.69,-180.0
75,BCOLOMBIA ,2015-06-26,100635,2644311380.0,26460.0,26460.0,26276.26,26120.0,1.53,400.0
76,BCOLOMBIA ,2015-06-30,118020,3133869520.0,26700.0,26700.0,26553.72,26360.0,0.91,240.0
77,BCOLOMBIA ,2015-07-01,238637,6318758880.0,26300.0,26980.0,26478.54,25980.0,-1.5,-400.0
78,BCOLOMBIA ,2015-07-02,471942,12325939240.0,26100.0,26300.0,26117.49,25980.0,-0.76,-200.0
79,BCOLOMBIA ,2015-07-03,4,103360.0,26100.0,0.0,25840.0,0.0,0.0,0.0
80,BCOLOMBIA ,2015-07-06,160347,4121995280.0,25740.0,25900.0,25706.72,25600.0,-1.38,-360.0
81,BCOLOMBIA ,2015-07-07,95975,2449075880.0,25600.0,25620.0,25517.85,25280.0,-0.54,-140.0
82,BCOLOMBIA ,2015-07-08,327488,8317581880.0,25420.0,25600.0,25398.13,25360.0,-0.7,-180.0
83,BCOLOMBIA ,2015-07-09,82254,2103015420.0,25680.0,25700.0,25567.33,25500.0,1.02,260.0
84,BCOLOMBIA ,2015-07-10,313394,8146719220.0,26500.0,26500.0,25995.13,25700.0,3.19,820.0
85,BCOLOMBIA ,2015-07-13,287447,7621811000.0,26400.0,26600.0,26515.54,26360.0,-0.38,-100.0
86,BCOLOMBIA ,2015-07-14,44180,1166628500.0,26500.0,26500.0,26406.26,26180.0,0.38,100.0
87,BCOLOMBIA ,2015-07-15,54445,1436476600.0,26300.0,26460.0,26383.99,26220.0,-0.75,-200.0
88,BCOLOMBIA ,2015-07-16,207635,5507576240.0,26380.0,26600.0,26525.28,26380.0,0.3,80.0
89,BCOLOMBIA ,2015-07-17,59859,1566027660.0,26120.0,26360.0,26161.94,26000.0,-0.99,-260.0
90,BCOLOMBIA ,2015-07-21,83011,2132071800.0,25500.0,25800.0,25684.21,25500.0,-2.37,-620.0
91,BCOLOMBIA ,2015-07-22,33999,865933120.0,25420.0,25500.0,25469.37,25400.0,-0.31,-80.0
92,BCOLOMBIA ,2015-07-23,65599,1703029660.0,25780.0,26040.0,25961.21,25720.0,1.42,360.0
93,BCOLOMBIA ,2015-07-24,33745,864116600.0,25780.0,25800.0,25607.25,25480.0,0.0,0.0
94,BCOLOMBIA ,2015-07-27,87630,2269163160.0,25820.0,26000.0,25894.82,25780.0,0.16,40.0
95,BCOLOMBIA ,2015-07-28,91349,2370576780.0,26300.0,26300.0,25950.77,25820.0,1.86,480.0
96,BCOLOMBIA ,2015-07-29,135507,3571571800.0,26400.0,26400.0,26357.1,26020.0,0.38,100.0
97,BCOLOMBIA ,2015-07-30,159181,4188161940.0,26480.0,26480.0,26310.69,26200.0,0.3,80.0
98,BCOLOMBIA ,2015-07-31,324014,8469802420.0,26020.0,26640.0,26140.24,26020.0,-1.74,-460.0
0,BCOLOMBIA ,2015-08-03,19450,511795060.0,26260.0,26380.0,26313.37,26240.0,0.92,240.0
1,BCOLOMBIA ,2015-08-04,120373,3176336740.0,26260.0,26420.0,26387.45,26260.0,0.0,0.0
2,BCOLOMBIA ,2015-08-05,224052,5951023160.0,26600.0,26680.0,26560.9,26020.0,1.29,340.0
3,BCOLOMBIA ,2015-08-06,397232,10610295320.0,26680.0,26740.0,26710.58,26580.0,0.3,80.0
4,BCOLOMBIA ,2015-08-10,56116,1490115680.0,26480.0,26580.0,26554.2,26480.0,-0.75,-200.0
5,BCOLOMBIA ,2015-08-11,85025,2232088560.0,26200.0,26300.0,26252.14,26060.0,-1.06,-280.0
6,BCOLOMBIA ,2015-08-12,76841,1986609780.0,26060.0,26060.0,25853.51,25760.0,-0.53,-140.0
7,BCOLOMBIA ,2015-08-13,159242,4144259360.0,25740.0,26060.0,26024.91,25740.0,-1.23,-320.0
8,BCOLOMBIA ,2015-08-14,51728,1324646260.0,25500.0,26060.0,25607.92,25420.0,-0.93,-240.0
9,BCOLOMBIA ,2015-08-18,27721,688202580.0,24700.0,25000.0,24826.04,24700.0,-3.14,-800.0
10,BCOLOMBIA ,2015-08-19,134922,3261405900.0,23900.0,24680.0,24172.53,23900.0,-3.24,-800.0
11,BCOLOMBIA ,2015-08-20,34205,805639540.0,24000.0,24000.0,23553.27,23400.0,0.42,100.0
12,BCOLOMBIA ,2015-08-21,162255,3773271140.0,23040.0,24960.0,23255.19,23040.0,-4.0,-960.0
13,BCOLOMBIA ,2015-08-24,34642,779765560.0,22960.0,22960.0,22509.25,21940.0,-0.35,-80.0
14,BCOLOMBIA ,2015-08-25,55965,1324202600.0,23120.0,24000.0,23661.26,23100.0,0.7,160.0
15,BCOLOMBIA ,2015-08-26,31357,732539200.0,23680.0,23680.0,23361.27,23020.0,2.42,560.0
16,BCOLOMBIA ,2015-08-27,258441,6335418560.0,24500.0,24680.0,24513.98,23820.0,3.46,820.0
17,BCOLOMBIA ,2015-08-28,25633,624799040.0,24440.0,24580.0,24374.79,23520.0,-0.24,-60.0
18,BCOLOMBIA ,2015-08-31,68246,1689203580.0,24960.0,24960.0,24751.69,24380.0,2.13,520.0
19,BCOLOMBIA ,2015-09-01,118176,2875075520.0,24200.0,24500.0,24328.76,24200.0,-3.04,-760.0
20,BCOLOMBIA ,2015-09-02,167298,4121986720.0,24980.0,25000.0,24638.59,24500.0,3.22,780.0
21,BCOLOMBIA ,2015-09-03,122718,3074078660.0,25160.0,25160.0,25049.94,24720.0,0.72,180.0
22,BCOLOMBIA ,2015-09-04,115360,2833020580.0,24480.0,24800.0,24558.08,24480.0,-2.7,-680.0
23,BCOLOMBIA ,2015-09-07,3791,93457040.0,24560.0,24780.0,24652.35,24560.0,0.33,80.0
24,BCOLOMBIA ,2015-09-08,134597,3346264060.0,25000.0,25000.0,24861.36,24600.0,1.79,440.0
25,BCOLOMBIA ,2015-09-09,116208,2895431800.0,24520.0,25200.0,24915.94,24400.0,-1.92,-480.0
26,BCOLOMBIA ,2015-09-10,50102,1219187940.0,24460.0,24520.0,24334.12,24100.0,-0.24,-60.0
27,BCOLOMBIA ,2015-09-11,52565,1274565420.0,24340.0,24400.0,24247.42,24140.0,-0.49,-120.0
28,BCOLOMBIA ,2015-09-14,38413,929071880.0,24460.0,24460.0,24186.39,24100.0,0.49,120.0
29,BCOLOMBIA ,2015-09-15,153742,3788489800.0,24540.0,24780.0,24641.87,24320.0,0.33,80.0
30,BCOLOMBIA ,2015-09-16,113934,2828409220.0,25180.0,25180.0,24824.98,24160.0,2.61,640.0
31,BCOLOMBIA ,2015-09-17,99648,2478265040.0,24880.0,25000.0,24870.19,24680.0,-1.19,-300.0
32,BCOLOMBIA ,2015-09-18,111852,2714010820.0,24320.0,25180.0,24264.3,24200.0,-2.25,-560.0
33,BCOLOMBIA ,2015-09-21,70308,1703416860.0,24100.0,25080.0,24227.92,24100.0,-0.9,-220.0
34,BCOLOMBIA ,2015-09-22,64872,1542122260.0,23400.0,24200.0,23771.77,23300.0,-2.9,-700.0
35,BCOLOMBIA ,2015-09-23,62866,1451699420.0,23000.0,23300.0,23091.96,22800.0,-1.71,-400.0
36,BCOLOMBIA ,2015-09-24,135348,3119422440.0,23700.0,23700.0,23047.42,22500.0,3.04,700.0
37,BCOLOMBIA ,2015-09-25,113326,2653846200.0,23140.0,23880.0,23417.81,23120.0,-2.36,-560.0
38,BCOLOMBIA ,2015-09-28,12999,300262000.0,23300.0,23300.0,23098.85,22960.0,0.69,160.0
39,BCOLOMBIA ,2015-09-29,57633,1333327280.0,23620.0,23620.0,23134.79,23000.0,1.37,320.0
40,BCOLOMBIA ,2015-09-30,39628,938638660.0,23720.0,23780.0,23686.25,23420.0,0.42,100.0
41,BCOLOMBIA ,2015-10-01,32803,771566440.0,23500.0,23800.0,23521.22,23340.0,-0.93,-220.0
42,BCOLOMBIA ,2015-10-02,11980,282465220.0,23740.0,23800.0,23578.07,23100.0,1.02,240.0
43,BCOLOMBIA ,2015-10-05,137186,3338362700.0,24700.0,24700.0,24334.57,24000.0,4.04,960.0
44,BCOLOMBIA ,2015-10-06,488597,12197099900.0,25220.0,25300.0,24963.52,24600.0,2.11,520.0
45,BCOLOMBIA ,2015-10-07,709658,18351463460.0,25960.0,26120.0,25859.59,24900.0,2.93,740.0
46,BCOLOMBIA ,2015-10-08,148105,3846684800.0,26000.0,26120.0,25972.69,25160.0,0.15,40.0
47,BCOLOMBIA ,2015-10-09,266202,6973584640.0,26520.0,26520.0,26196.59,25800.0,2.0,520.0
48,BCOLOMBIA ,2015-10-13,166250,4307046700.0,25200.0,26300.0,25907.05,25120.0,-4.98,-1320.0
49,BCOLOMBIA ,2015-10-14,214313,5498580420.0,25700.0,25900.0,25656.77,25420.0,1.98,500.0
50,BCOLOMBIA ,2015-10-15,43841,1113272440.0,25340.0,25420.0,25393.41,25220.0,-1.4,-360.0
51,BCOLOMBIA ,2015-10-16,64324,1624319640.0,25300.0,25300.0,25252.16,25160.0,-0.16,-40.0
52,BCOLOMBIA ,2015-10-19,43858,1106369920.0,25300.0,25300.0,25226.18,25200.0,0.0,0.0
53,BCOLOMBIA ,2015-10-20,76604,1947782680.0,25420.0,25600.0,25426.64,25380.0,0.47,120.0
54,BCOLOMBIA ,2015-10-21,477415,12057079400.0,25360.0,25400.0,25254.92,25200.0,-0.24,-60.0
55,BCOLOMBIA ,2015-10-22,399725,10070571880.0,25020.0,25320.0,25193.75,25000.0,-1.34,-340.0
56,BCOLOMBIA ,2015-10-23,75057,1883815820.0,25180.0,25200.0,25098.47,25020.0,0.64,160.0
57,BCOLOMBIA ,2015-10-26,57965,1453937720.0,25100.0,25200.0,25083.03,25060.0,-0.32,-80.0
58,BCOLOMBIA ,2015-10-27,378080,9374991520.0,24700.0,25020.0,24796.32,24660.0,-1.59,-400.0
59,BCOLOMBIA ,2015-10-28,629880,15271380860.0,23940.0,24700.0,24244.91,23900.0,-3.08,-760.0
60,BCOLOMBIA ,2015-10-29,113322,2708100520.0,23680.0,24080.0,23897.39,23680.0,-1.09,-260.0
61,BCOLOMBIA ,2015-10-30,240100,5664465740.0,23540.0,24300.0,23592.11,23500.0,-0.59,-140.0
62,BCOLOMBIA ,2015-11-03,196299,4510905820.0,23000.0,23480.0,22979.77,22700.0,-2.29,-540.0
63,BCOLOMBIA ,2015-11-04,191566,4411195420.0,23000.0,23700.0,23027.03,22800.0,0.0,0.0
64,BCOLOMBIA ,2015-11-05,10112,238799720.0,23620.0,23700.0,23615.48,23600.0,2.7,620.0
65,BCOLOMBIA ,2015-11-06,25232,597825760.0,23700.0,24400.0,23693.16,23560.0,0.34,80.0
66,BCOLOMBIA ,2015-11-09,9397,221782620.0,23680.0,23840.0,23601.43,23500.0,-0.08,-20.0
67,BCOLOMBIA ,2015-11-10,28362,669419640.0,23560.0,23760.0,23602.7,23560.0,-0.51,-120.0
68,BCOLOMBIA ,2015-11-11,17809,416225120.0,23300.0,23520.0,23371.62,23300.0,-1.1,-260.0
69,BCOLOMBIA ,2015-11-12,21657,499489820.0,23000.0,23300.0,23063.67,23000.0,-1.29,-300.0
70,BCOLOMBIA ,2015-11-13,40250,910205920.0,22500.0,23000.0,22613.81,22320.0,-2.17,-500.0
71,BCOLOMBIA ,2015-11-17,83384,1795101620.0,21380.0,22380.0,21528.13,21320.0,-4.98,-1120.0
72,BCOLOMBIA ,2015-11-18,42873,930238400.0,21620.0,22080.0,21697.53,21560.0,1.12,240.0
73,BCOLOMBIA ,2015-11-19,46825,1007616060.0,21380.0,21680.0,21518.76,21300.0,-1.11,-240.0
74,BCOLOMBIA ,2015-11-20,13937,304438640.0,22160.0,22500.0,21843.91,21500.0,3.65,780.0
75,BCOLOMBIA ,2015-11-23,93896,2081738320.0,22100.0,22580.0,22170.68,21600.0,-0.27,-60.0
76,BCOLOMBIA ,2015-11-24,27263,594313080.0,21380.0,22040.0,21799.25,21380.0,-3.26,-720.0
77,BCOLOMBIA ,2015-11-25,199008,4131512100.0,20760.0,21400.0,20760.53,20600.0,-2.9,-620.0
78,BCOLOMBIA ,2015-11-26,72348,1508064620.0,20840.0,20960.0,20844.59,20800.0,0.39,80.0
79,BCOLOMBIA ,2015-11-27,52176,1102267240.0,20840.0,22000.0,21125.94,20800.0,0.0,0.0
80,BCOLOMBIA ,2015-11-30,76838,1608376780.0,21660.0,21660.0,20932.05,20700.0,3.93,820.0
81,BCOLOMBIA ,2015-12-01,76256,1585430080.0,20900.0,21000.0,20790.89,20640.0,-3.51,-760.0
82,BCOLOMBIA ,2015-12-02,25373,516116420.0,20580.0,21000.0,20341.17,20020.0,-1.53,-320.0
83,BCOLOMBIA ,2015-12-03,21350,427281080.0,20100.0,20100.0,20013.17,20000.0,-2.33,-480.0
84,BCOLOMBIA ,2015-12-04,22991,452733540.0,19920.0,20000.0,19691.77,19300.0,-0.9,-180.0
85,BCOLOMBIA ,2015-12-07,8269,158232600.0,19380.0,19440.0,19135.64,18900.0,-2.71,-540.0
86,BCOLOMBIA ,2015-12-09,35906,686072840.0,19060.0,19680.0,19107.47,19000.0,-1.65,-320.0
87,BCOLOMBIA ,2015-12-10,51987,1001913620.0,19100.0,19500.0,19272.39,19000.0,0.21,40.0
88,BCOLOMBIA ,2015-12-11,8229,158448360.0,19480.0,19700.0,19254.87,19020.0,1.99,380.0
89,BCOLOMBIA ,2015-12-14,143687,2763947640.0,19480.0,19480.0,19235.89,18900.0,0.0,0.0
90,BCOLOMBIA ,2015-12-15,101385,2014020240.0,20000.0,20180.0,19865.07,19480.0,2.67,520.0
91,BCOLOMBIA ,2015-12-16,65189,1361515800.0,21500.0,21560.0,20885.67,20600.0,7.5,1500.0
92,BCOLOMBIA ,2015-12-17,96754,2061894000.0,21860.0,21900.0,21310.68,21000.0,1.67,360.0
93,BCOLOMBIA ,2015-12-18,80849,1733525220.0,21440.0,21520.0,21441.52,21000.0,-1.92,-420.0
94,BCOLOMBIA ,2015-12-21,34572,729827200.0,21000.0,21200.0,21110.36,21000.0,-2.05,-440.0
95,BCOLOMBIA ,2015-12-22,59755,1245567200.0,21000.0,21300.0,20844.57,20500.0,0.0,0.0
96,BCOLOMBIA ,2015-12-23,79357,1696042860.0,21700.0,21700.0,21372.32,21000.0,3.33,700.0
97,BCOLOMBIA ,2015-12-24,6430,140153960.0,21800.0,21840.0,21796.88,21700.0,0.46,100.0
98,BCOLOMBIA ,2015-12-28,50223,1046206140.0,20780.0,21020.0,20831.22,20720.0,-4.68,-1020.0
99,BCOLOMBIA ,2015-12-29,53153,1112894160.0,20700.0,21360.0,20937.56,20700.0,-0.38,-80.0
100,BCOLOMBIA ,2015-12-30,110634,2310651740.0,20980.0,21060.0,20885.55,20500.0,1.35,280.0
0,BCOLOMBIA ,2016-01-04,21976,439885240.0,20500.0,20500.0,20016.62,20000.0,-2.29,-480.0
1,BCOLOMBIA ,2016-01-05,5587,115901620.0,20880.0,20880.0,20744.88,20500.0,1.85,380.0
2,BCOLOMBIA ,2016-01-06,32587,661432320.0,20280.0,20500.0,20297.43,20020.0,-2.87,-600.0
3,BCOLOMBIA ,2016-01-07,22582,453221680.0,20100.0,20600.0,20070.04,19900.0,-0.89,-180.0
4,BCOLOMBIA ,2016-01-08,24018,480053720.0,19900.0,20060.0,19987.25,19900.0,-1.0,-200.0
5,BCOLOMBIA ,2016-01-12,20873,413166040.0,19620.0,19900.0,19794.28,19560.0,-1.41,-280.0
6,BCOLOMBIA ,2016-01-13,27702,553210660.0,19720.0,20140.0,19970.06,19720.0,0.51,100.0
7,BCOLOMBIA ,2016-01-14,62570,1272465080.0,20480.0,20500.0,20336.66,19800.0,3.85,760.0
8,BCOLOMBIA ,2016-01-15,149891,2998280940.0,19960.0,20080.0,20003.08,19900.0,-2.54,-520.0
9,BCOLOMBIA ,2016-01-18,11384,225179880.0,19800.0,19880.0,19780.38,19700.0,-0.8,-160.0
10,BCOLOMBIA ,2016-01-19,63770,1282056800.0,20100.0,20200.0,20104.39,20000.0,1.52,300.0
11,BCOLOMBIA ,2016-01-20,92500,1900105000.0,20700.0,20800.0,20541.68,19980.0,2.99,600.0
12,BCOLOMBIA ,2016-01-21,607971,12833072400.0,21400.0,21480.0,21108.03,20500.0,3.38,700.0
13,BCOLOMBIA ,2016-01-22,139274,3048371640.0,21980.0,22000.0,21887.59,21460.0,2.71,580.0
14,BCOLOMBIA ,2016-01-25,166508,3601029420.0,21700.0,21800.0,21626.77,21500.0,-1.27,-280.0
15,BCOLOMBIA ,2016-01-26,125749,2702954080.0,21480.0,21680.0,21494.84,21420.0,-1.01,-220.0
16,BCOLOMBIA ,2016-01-27,105622,2279607480.0,21740.0,21740.0,21582.7,21480.0,1.21,260.0
17,BCOLOMBIA ,2016-01-28,70471,1557427940.0,22000.0,22220.0,22100.27,21900.0,1.2,260.0
18,BCOLOMBIA ,2016-01-29,393277,8852571780.0,22600.0,22800.0,22509.76,22160.0,2.73,600.0
19,BCOLOMBIA ,2016-02-01,18243,412090600.0,22720.0,22720.0,22588.97,22480.0,0.53,120.0
20,BCOLOMBIA ,2016-02-02,77121,1746120060.0,22500.0,22700.0,22641.3,22500.0,-0.97,-220.0
21,BCOLOMBIA ,2016-02-03,127252,2917262060.0,23000.0,23160.0,22925.08,22680.0,2.22,500.0
22,BCOLOMBIA ,2016-02-04,113059,2635166420.0,23000.0,23500.0,23307.89,22920.0,0.0,0.0
23,BCOLOMBIA ,2016-02-05,31602,737340060.0,23500.0,23500.0,23332.07,23000.0,2.17,500.0
24,BCOLOMBIA ,2016-02-08,62059,1439768800.0,23200.0,23200.0,23200.0,23200.0,-1.28,-300.0
25,BCOLOMBIA ,2016-02-09,101018,2349291520.0,23200.0,23300.0,23256.17,22860.0,0.0,0.0
26,BCOLOMBIA ,2016-02-10,2473855,57269938920.0,23200.0,23500.0,23150.08,23080.0,0.0,0.0
27,BCOLOMBIA ,2016-02-11,218814,5020050600.0,23100.0,23100.0,22942.09,22800.0,-0.43,-100.0
28,BCOLOMBIA ,2016-02-12,32930,777868280.0,23500.0,23960.0,23621.87,23180.0,1.73,400.0
29,BCOLOMBIA ,2016-02-15,31640,746490600.0,23560.0,23700.0,23593.26,23560.0,0.26,60.0
30,BCOLOMBIA ,2016-02-16,76165,1799345140.0,23520.0,23780.0,23624.3,23500.0,-0.17,-40.0
31,BCOLOMBIA ,2016-02-17,92609,2204376420.0,23900.0,23900.0,23803.05,23600.0,1.62,380.0
32,BCOLOMBIA ,2016-02-18,45399,1080604760.0,23560.0,23920.0,23802.39,23560.0,-1.42,-340.0
33,BCOLOMBIA ,2016-02-19,72986,1711285780.0,23500.0,23720.0,23446.77,23340.0,-0.25,-60.0
34,BCOLOMBIA ,2016-02-22,60946,1435421900.0,23300.0,23700.0,23552.36,23100.0,-0.85,-200.0
35,BCOLOMBIA ,2016-02-23,52086,1217156540.0,23500.0,23500.0,23368.21,23280.0,0.86,200.0
